20376.65,22398.29,4.8,0.0,1.0,2394.0,6.1,89.1,0.0,4.027,9.377,0.33,0.28,0.36,51364.0,426372.0,888388.0,0.0,2040696.0,57.1,21.75,25.27,0.0,452.0,1046524.0,1046524.0,1
7048.842,8421.754,1.44,0.0,1.0,2394.0,29.14,69.5,0.0,4.027,9.377,0.33,0.28,0.36,51437.6,426964.0,684084.0,0.0,2040696.0,57.1,12.15,14.254,3.2,568.8,1046524.0,1046524.0,1
3716.89,4927.62,0.12,0.0,1.0,2394.0,26.58,73.32,0.0,4.027,9.377,0.586,1.056,3.544,51456.0,427112.0,633008.0,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,1
3716.89,4927.62,0.0,0.0,1.0,2394.0,17.653333333,82.346666667,0.0,4.027,9.377,0.84066666667,1.796,5.9346666667,51487.2,427268.0,481781.6,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,1
3716.89,4927.62,0.0,0.0,1.0,2394.0,16.6,83.4,0.0,4.027,9.377,0.87,1.88,6.18,51492.0,427292.0,458516.0,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,1
3716.89,4927.62,0.0,0.0,1.0,2394.0,7.16,92.84,0.0,4.027,9.377,1.038,2.352,7.212,51492.0,427292.0,458516.0,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,1
32592.516,2902.4973333,0.0,0.0,1.0,2394.0,29.326666667,70.673333333,0.0,4.027,9.377,1.08,2.47,7.47,51495.466667,427687.2,335095.73333,0.0,2040696.0,57.1,30.610666667,12.626666667,3.1333333333,642.2,1046524.0,1046524.0,1
37034.92,2590.94,0.0,0.0,1.0,2394.0,39.34,60.66,0.0,4.0252666667,9.377,1.08,2.47,7.47,51496.0,427748.0,316108.0,0.0,2040696.0,57.1,33.82,12.8,3.0,649.0,1046524.0,1046524.0,1
37034.92,2590.94,0.0,0.0,1.0,2394.0,40.3,59.7,0.0,4.025,9.377,1.08,2.47,7.47,51496.0,427748.0,316108.0,0.0,2040696.0,57.1,33.82,12.8,3.0,649.0,1046524.0,1046524.0,1
14433.264,2672.884,0.16,0.0,1.0,2394.0,27.18,72.66,0.0,4.025,9.377,1.08,2.47,7.47,51508.8,427978.4,599868.0,0.0,2040696.0,57.1,19.316,12.312,3.0,649.0,1046524.0,1046524.0,1
7048.842,8421.754,1.44,0.0,1.0,2394.0,29.14,69.5,0.0,4.027,9.377,0.33,0.28,0.36,51437.6,426964.0,684084.0,0.0,2040696.0,57.1,12.15,14.254,3.2,568.8,1046524.0,1046524.0,0
3716.89,4927.62,0.12,0.0,1.0,2394.0,26.58,73.32,0.0,4.027,9.377,0.586,1.056,3.544,51456.0,427112.0,633008.0,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,0
3716.89,4927.62,0.0,0.0,1.0,2394.0,17.653333333,82.346666667,0.0,4.027,9.377,0.84066666667,1.796,5.9346666667,51487.2,427268.0,481781.6,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,0
3716.89,4927.62,0.0,0.0,1.0,2394.0,16.6,83.4,0.0,4.027,9.377,0.87,1.88,6.18,51492.0,427292.0,458516.0,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,0
3716.89,4927.62,0.0,0.0,1.0,2394.0,7.16,92.84,0.0,4.027,9.377,1.038,2.352,7.212,51492.0,427292.0,458516.0,0.0,2040696.0,57.1,9.75,11.5,4.0,598.0,1046524.0,1046524.0,0
32592.516,2902.4973333,0.0,0.0,1.0,2394.0,29.326666667,70.673333333,0.0,4.027,9.377,1.08,2.47,7.47,51495.466667,427687.2,335095.73333,0.0,2040696.0,57.1,30.610666667,12.626666667,3.1333333333,642.2,1046524.0,1046524.0,0
37034.92,2590.94,0.0,0.0,1.0,2394.0,39.34,60.66,0.0,4.0252666667,9.377,1.08,2.47,7.47,51496.0,427748.0,316108.0,0.0,2040696.0,57.1,33.82,12.8,3.0,649.0,1046524.0,1046524.0,0
37034.92,2590.94,0.0,0.0,1.0,2394.0,40.3,59.7,0.0,4.025,9.377,1.08,2.47,7.47,51496.0,427748.0,316108.0,0.0,2040696.0,57.1,33.82,12.8,3.0,649.0,1046524.0,1046524.0,0
14433.264,2672.884,0.16,0.0,1.0,2394.0,27.18,72.66,0.0,4.025,9.377,1.08,2.47,7.47,51508.8,427978.4,599868.0,0.0,2040696.0,57.1,19.316,12.312,3.0,649.0,1046524.0,1046524.0,0
